ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-03-25,2024,Limited AWD,Wind Chill Pearl,49710,54098,0,49710,At dealer,False,Available,5TDAAAB51RS044437,Advantage Toyota,NY
2024-03-20T00:00:00.000Z,2024,Limited AWD,Celestial Silver Metallic,49710,57621,5085,54795,At dealer,False,Available,5TDAAAB51RS044504,Fred Haas Toyota World,TX
2024-03-26,2024,Platinum AWD,Storm Cloud,53795,56027,0,53795,At dealer,False,Available,5TDAAAB51RS044518,Steet Toyota,NY
2024-04-14,2024,Platinum AWD,Midnight Black Metallic,53795,57062,0,53795,Port to dealer,False,,5TDAAAB51RS044552,St. Cloud Toyota,MN
2024-03-14,2024,XLE AWD,Wind Chill Pearl,44920,50331,0,44920,At dealer,False,DealerHold,5TDAAAB51RS044650,Berglund Toyota,VA
2024-03-19,2024,Limited AWD,Wind Chill Pearl,49710,55567,0,49710,At dealer,False,DealerHold,5TDAAAB51RS044695,Superior Toyota,WV
2024-03-23,2024,Platinum AWD,Celestial Silver Metallic,53795,57433,0,53795,At dealer,False,,5TDAAAB51RS044714,Haddad Toyota,MA
2024-03-19,2024,XLE AWD,Ruby Flare Pearl,44920,48947,0,44920,At dealer,False,,5TDAAAB51RS044728,Victory Toyota of Midtown,IL
2024-03-25,2024,Platinum AWD,Coastal Cream,53795,55802,0,53795,At dealer,False,,5TDAAAB51RS044809,Riverhead Toyota,NY
2024-04-09,2024,XLE AWD,Midnight Black Metallic,44920,47152,0,44920,Port to dealer,False,,5TDAAAB51RS044812,Toyota of Greenwich,CT
